,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,Pday,Pmonth,Pyear,Phour,Dday,Dmonth,Dyear,Dhour,trip
4054,1,1.49,8.0,2.21,0.0,14.51,yellow,credit card,Upper East Side South,Yorkville East,Manhattan,Manhattan,2,3,2019,18,2,3,2019,19,ManhattanManhattan
4055,1,0.89,6.0,1.96,0.0,11.76,yellow,credit card,Greenwich Village South,Lower East Side,Manhattan,Manhattan,1,3,2019,23,1,3,2019,23,ManhattanManhattan
4056,2,2.6,10.0,0.0,0.0,13.8,yellow,cash,Clinton East,Upper West Side North,Manhattan,Manhattan,0,3,2019,20,0,3,2019,20,ManhattanManhattan
4057,5,15.14,52.0,0.0,5.76,61.06,yellow,cash,Jamaica,Upper West Side North,Queens,Manhattan,4,3,2019,22,4,3,2019,22,QueensManhattan
4058,1,2.7,16.5,0.0,0.0,19.8,yellow,cash,East Chelsea,East Village,Manhattan,Manhattan,5,3,2019,12,5,3,2019,13,ManhattanManhattan
4059,5,2.29,13.5,0.0,0.0,16.8,yellow,cash,Upper East Side North,Midtown East,Manhattan,Manhattan,0,3,2019,8,0,3,2019,8,ManhattanManhattan
4060,3,0.41,4.5,2.64,0.0,11.44,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan,2,3,2019,19,2,3,2019,19,ManhattanManhattan
4061,1,3.2,16.0,3.86,0.0,23.16,yellow,credit card,Yorkville West,Midtown East,Manhattan,Manhattan,2,3,2019,8,2,3,2019,8,ManhattanManhattan
4062,1,5.89,22.0,6.32,0.0,31.62,yellow,credit card,Union Sq,Battery Park City,Manhattan,Manhattan,3,3,2019,11,3,3,2019,11,ManhattanManhattan
4063,1,0.6,5.0,0.0,0.0,8.3,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan,0,3,2019,11,0,3,2019,11,ManhattanManhattan
4064,2,0.8,7.0,2.8,0.0,14.1,yellow,credit card,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan,3,3,2019,17,3,3,2019,17,ManhattanManhattan
4065,2,0.65,5.0,0.0,0.0,8.8,yellow,cash,Lenox Hill East,Upper East Side South,Manhattan,Manhattan,3,3,2019,20,3,3,2019,20,ManhattanManhattan
4066,2,0.99,7.5,2.82,0.0,14.12,yellow,credit card,Clinton East,Garment District,Manhattan,Manhattan,4,3,2019,22,4,3,2019,23,ManhattanManhattan
4067,1,3.03,11.5,3.82,0.0,19.12,yellow,credit card,Midtown East,Upper West Side South,Manhattan,Manhattan,6,3,2019,23,6,3,2019,23,ManhattanManhattan
4068,1,0.71,7.0,1.54,0.0,11.84,yellow,credit card,Midtown North,Midtown Center,Manhattan,Manhattan,4,3,2019,12,4,3,2019,12,ManhattanManhattan
4069,2,0.45,5.0,1.66,0.0,9.96,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan,2,3,2019,10,2,3,2019,10,ManhattanManhattan
4070,1,13.31,48.0,0.0,5.76,55.56,yellow,credit card,Hudson Sq,Canarsie,Manhattan,Brooklyn,4,3,2019,17,4,3,2019,18,ManhattanBrooklyn
4071,1,2.96,10.0,4.14,0.0,17.94,yellow,credit card,Gramercy,Yorkville West,Manhattan,Manhattan,0,3,2019,2,0,3,2019,2,ManhattanManhattan
4072,1,1.08,6.5,0.0,0.0,9.8,yellow,cash,Upper West Side South,Lincoln Square East,Manhattan,Manhattan,3,3,2019,10,3,3,2019,11,ManhattanManhattan
4073,3,2.72,12.5,3.26,0.0,19.56,yellow,credit card,East Chelsea,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,0,3,2019,21,0,3,2019,21,ManhattanManhattan
4074,1,0.6,4.0,1.95,0.0,9.75,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan,2,3,2019,2,2,3,2019,2,ManhattanManhattan
4075,5,17.14,52.0,0.0,0.0,55.3,yellow,cash,JFK Airport,Sutton Place/Turtle Bay North,Queens,Manhattan,5,3,2019,14,5,3,2019,15,QueensManhattan
4076,1,0.43,3.5,0.0,0.0,6.8,yellow,cash,West Village,Greenwich Village North,Manhattan,Manhattan,6,3,2019,8,6,3,2019,8,ManhattanManhattan
4077,1,1.19,9.0,1.92,0.0,14.72,yellow,credit card,East Village,West Village,Manhattan,Manhattan,6,3,2019,0,6,3,2019,0,ManhattanManhattan
4078,1,9.66,36.5,0.0,0.0,39.8,yellow,cash,East Chelsea,Flatlands,Manhattan,Brooklyn,4,3,2019,6,4,3,2019,7,ManhattanBrooklyn
4079,1,10.3,28.5,0.0,0.0,29.3,yellow,cash,JFK Airport,Rego Park,Queens,Queens,6,3,2019,12,6,3,2019,12,QueensQueens
4080,1,0.95,6.0,0.0,0.0,9.8,yellow,cash,Yorkville West,Lenox Hill East,Manhattan,Manhattan,1,3,2019,21,1,3,2019,21,ManhattanManhattan
4081,1,10.77,42.5,11.45,0.0,57.25,yellow,credit card,Midtown North,LaGuardia Airport,Manhattan,Queens,0,3,2019,14,0,3,2019,15,ManhattanQueens
4082,2,2.77,15.5,3.86,0.0,23.16,yellow,credit card,Lincoln Square East,Gramercy,Manhattan,Manhattan,5,3,2019,23,5,3,2019,23,ManhattanManhattan
4083,1,19.63,52.0,12.21,5.76,73.27,yellow,credit card,Upper West Side North,JFK Airport,Manhattan,Queens,3,3,2019,5,3,3,2019,5,ManhattanQueens
4084,1,0.46,5.0,1.0,0.0,9.8,yellow,credit card,Penn Station/Madison Sq West,Gramercy,Manhattan,Manhattan,4,3,2019,20,4,3,2019,20,ManhattanManhattan
4085,1,1.0,8.0,0.0,0.0,11.3,yellow,cash,Yorkville West,Upper East Side North,Manhattan,Manhattan,3,3,2019,14,3,3,2019,14,ManhattanManhattan
4086,1,4.1,19.0,5.55,0.0,27.85,yellow,credit card,Midtown South,Battery Park City,Manhattan,Manhattan,2,3,2019,9,2,3,2019,10,ManhattanManhattan
4087,1,0.52,5.0,1.66,0.0,9.96,yellow,credit card,Murray Hill,Gramercy,Manhattan,Manhattan,3,3,2019,9,3,3,2019,9,ManhattanManhattan
4088,1,2.3,13.5,4.2,0.0,21.0,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan,3,3,2019,10,3,3,2019,10,ManhattanManhattan
4089,3,10.9,38.0,9.4,5.76,56.46,yellow,credit card,Midtown North,LaGuardia Airport,Manhattan,Queens,2,3,2019,14,2,3,2019,15,ManhattanQueens
4090,1,2.37,11.0,0.02,0.0,11.82,yellow,credit card,Manhattan Valley,East Harlem North,Manhattan,Manhattan,5,3,2019,11,5,3,2019,11,ManhattanManhattan
4091,1,0.88,8.0,0.0,0.0,12.3,yellow,cash,Garment District,Murray Hill,Manhattan,Manhattan,3,3,2019,17,3,3,2019,18,ManhattanManhattan
4093,1,0.73,5.0,0.0,0.0,8.3,yellow,cash,West Village,SoHo,Manhattan,Manhattan,5,3,2019,11,5,3,2019,11,ManhattanManhattan
4094,1,1.7,7.5,1.75,0.0,10.55,yellow,credit card,TriBeCa/Civic Center,Greenwich Village North,Manhattan,Manhattan,4,3,2019,22,4,3,2019,22,ManhattanManhattan
4095,1,3.6,14.0,3.55,0.0,21.35,yellow,credit card,Midtown East,Manhattan Valley,Manhattan,Manhattan,0,3,2019,20,0,3,2019,20,ManhattanManhattan
4096,2,3.67,17.5,0.0,0.0,21.8,yellow,credit card,Union Sq,Yorkville West,Manhattan,Manhattan,4,3,2019,17,4,3,2019,17,ManhattanManhattan
4097,1,1.28,7.0,3.09,0.0,13.39,yellow,credit card,Clinton East,Midtown East,Manhattan,Manhattan,0,3,2019,6,0,3,2019,6,ManhattanManhattan
4098,1,0.6,5.0,1.0,0.0,9.3,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan,0,3,2019,11,0,3,2019,11,ManhattanManhattan
4099,1,6.05,19.0,0.0,0.0,23.3,yellow,cash,Lenox Hill East,Seaport,Manhattan,Manhattan,4,3,2019,17,4,3,2019,17,ManhattanManhattan
4100,1,1.9,10.0,2.65,0.0,15.95,yellow,credit card,TriBeCa/Civic Center,Flatiron,Manhattan,Manhattan,4,3,2019,9,4,3,2019,9,ManhattanManhattan
4101,1,0.5,7.5,2.15,0.0,12.95,yellow,credit card,Midtown East,Midtown Center,Manhattan,Manhattan,2,3,2019,8,2,3,2019,9,ManhattanManhattan
4102,1,2.93,18.0,0.0,0.0,21.3,yellow,cash,Greenwich Village South,Midtown North,Manhattan,Manhattan,4,3,2019,11,4,3,2019,11,ManhattanManhattan
4103,1,0.81,5.5,1.0,0.0,9.8,yellow,credit card,Upper East Side North,Yorkville West,Manhattan,Manhattan,5,3,2019,6,5,3,2019,6,ManhattanManhattan
4104,1,0.8,7.0,2.06,0.0,12.36,yellow,credit card,Lincoln Square West,Clinton West,Manhattan,Manhattan,5,3,2019,13,5,3,2019,13,ManhattanManhattan
4105,1,0.49,4.0,1.46,0.0,8.76,yellow,credit card,Central Park,Upper East Side North,Manhattan,Manhattan,2,3,2019,14,2,3,2019,14,ManhattanManhattan
4106,1,1.3,11.5,2.95,0.0,17.75,yellow,credit card,Times Sq/Theatre District,Midtown South,Manhattan,Manhattan,3,3,2019,10,3,3,2019,10,ManhattanManhattan
4107,2,1.46,7.0,2.06,0.0,12.36,yellow,credit card,Hudson Sq,Battery Park City,Manhattan,Manhattan,6,3,2019,8,6,3,2019,8,ManhattanManhattan
4108,1,1.36,8.5,1.0,0.0,13.3,yellow,credit card,Sutton Place/Turtle Bay North,Clinton East,Manhattan,Manhattan,4,3,2019,21,4,3,2019,21,ManhattanManhattan
4109,1,8.44,27.5,4.94,5.76,42.0,yellow,credit card,LaGuardia Airport,Penn Station/Madison Sq West,Queens,Manhattan,6,3,2019,20,6,3,2019,20,QueensManhattan
4110,1,2.32,14.0,0.0,0.0,17.8,yellow,cash,Penn Station/Madison Sq West,Lincoln Square West,Manhattan,Manhattan,5,3,2019,21,5,3,2019,21,ManhattanManhattan
4111,1,0.86,5.5,1.86,0.0,11.16,yellow,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan,6,3,2019,21,6,3,2019,21,ManhattanManhattan
4112,1,1.95,12.0,0.0,0.0,15.3,yellow,cash,Lincoln Square West,Lenox Hill East,Manhattan,Manhattan,1,3,2019,12,1,3,2019,12,ManhattanManhattan
4113,1,1.7,10.5,2.75,0.0,16.55,yellow,credit card,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan,3,3,2019,8,3,3,2019,8,ManhattanManhattan
4114,1,1.6,8.0,0.0,0.0,11.8,yellow,cash,Murray Hill,East Village,Manhattan,Manhattan,2,3,2019,22,2,3,2019,22,ManhattanManhattan
4115,1,6.37,31.5,0.0,0.0,33.3,yellow,credit card,Clinton East,Fort Greene,Manhattan,Brooklyn,2,3,2019,16,2,3,2019,17,ManhattanBrooklyn
4116,5,0.99,5.5,1.86,0.0,11.16,yellow,credit card,Clinton West,Times Sq/Theatre District,Manhattan,Manhattan,6,3,2019,1,6,3,2019,1,ManhattanManhattan
4117,1,1.35,7.5,0.0,0.0,10.8,yellow,cash,Lenox Hill West,Midtown North,Manhattan,Manhattan,0,3,2019,9,0,3,2019,9,ManhattanManhattan
4119,1,1.89,10.5,0.0,0.0,13.8,yellow,cash,Bloomingdale,Upper West Side South,Manhattan,Manhattan,5,3,2019,11,5,3,2019,11,ManhattanManhattan
4120,1,0.49,4.0,0.0,0.0,7.3,yellow,cash,Midtown South,Union Sq,Manhattan,Manhattan,5,3,2019,10,5,3,2019,10,ManhattanManhattan
4121,2,1.89,8.5,2.95,0.0,14.75,yellow,credit card,Midtown North,Upper West Side South,Manhattan,Manhattan,5,3,2019,10,5,3,2019,10,ManhattanManhattan
4122,1,0.58,6.0,0.0,0.0,9.3,yellow,cash,Meatpacking/West Village West,West Village,Manhattan,Manhattan,2,3,2019,8,2,3,2019,8,ManhattanManhattan
4123,1,1.5,10.5,2.0,0.0,16.8,yellow,credit card,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan,1,3,2019,16,1,3,2019,17,ManhattanManhattan
4124,1,0.72,5.0,0.0,0.0,8.3,yellow,cash,Upper East Side South,Central Park,Manhattan,Manhattan,2,3,2019,9,2,3,2019,9,ManhattanManhattan
4125,1,16.9,52.0,6.1,5.76,67.16,yellow,credit card,East Village,JFK Airport,Manhattan,Queens,6,3,2019,13,6,3,2019,13,ManhattanQueens
4126,1,1.2,7.0,2.16,0.0,12.96,yellow,credit card,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan,2,3,2019,1,2,3,2019,1,ManhattanManhattan
4128,1,1.22,7.0,1.0,0.0,11.3,yellow,credit card,Lincoln Square East,Upper West Side South,Manhattan,Manhattan,6,3,2019,18,6,3,2019,18,ManhattanManhattan
4129,1,3.0,11.0,0.0,0.0,14.3,yellow,cash,Garment District,Lenox Hill East,Manhattan,Manhattan,4,3,2019,6,4,3,2019,6,ManhattanManhattan
4130,2,2.01,10.0,1.0,0.0,14.3,yellow,credit card,East Chelsea,Lincoln Square East,Manhattan,Manhattan,5,3,2019,19,5,3,2019,19,ManhattanManhattan
4131,1,0.95,10.5,2.76,0.0,16.56,yellow,credit card,Upper East Side South,Times Sq/Theatre District,Manhattan,Manhattan,4,3,2019,12,4,3,2019,13,ManhattanManhattan
4132,4,0.56,4.5,0.0,0.0,6.3,yellow,cash,East Harlem North,East Harlem South,Manhattan,Manhattan,3,3,2019,16,3,3,2019,16,ManhattanManhattan
4133,1,0.81,5.0,0.0,0.0,8.3,yellow,cash,Upper East Side South,Lenox Hill West,Manhattan,Manhattan,5,3,2019,17,5,3,2019,18,ManhattanManhattan
4134,5,5.36,18.5,2.0,0.0,21.3,yellow,credit card,Upper East Side North,Washington Heights South,Manhattan,Manhattan,0,3,2019,7,0,3,2019,8,ManhattanManhattan
4135,1,2.52,11.5,3.06,0.0,18.36,yellow,credit card,Union Sq,Financial District North,Manhattan,Manhattan,2,3,2019,20,2,3,2019,20,ManhattanManhattan
4136,6,0.53,5.5,1.96,0.0,11.76,yellow,credit card,East Village,Little Italy/NoLiTa,Manhattan,Manhattan,4,3,2019,16,4,3,2019,16,ManhattanManhattan
4137,1,13.72,45.71,0.0,5.76,52.27,yellow,credit card,East Harlem South,Jamaica,Manhattan,Queens,1,3,2019,17,1,3,2019,18,ManhattanQueens
4138,1,0.93,5.5,2.32,0.0,11.62,yellow,credit card,Upper West Side South,Upper West Side North,Manhattan,Manhattan,6,3,2019,20,6,3,2019,20,ManhattanManhattan
4139,2,1.0,8.5,3.05,0.0,15.35,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan,3,3,2019,20,3,3,2019,20,ManhattanManhattan
4140,1,1.99,8.0,2.26,0.0,13.56,yellow,credit card,Upper West Side North,Midtown North,Manhattan,Manhattan,1,3,2019,6,1,3,2019,6,ManhattanManhattan
4141,2,2.87,17.0,4.06,0.0,24.36,yellow,credit card,Upper West Side North,Lenox Hill East,Manhattan,Manhattan,2,3,2019,9,2,3,2019,10,ManhattanManhattan
4142,1,1.52,15.5,0.0,0.0,18.8,yellow,cash,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan,3,3,2019,8,3,3,2019,9,ManhattanManhattan
4143,1,1.62,8.5,0.0,0.0,12.8,yellow,cash,Times Sq/Theatre District,Upper West Side South,Manhattan,Manhattan,2,3,2019,16,2,3,2019,16,ManhattanManhattan
4144,2,0.75,4.5,1.66,0.0,9.96,yellow,credit card,Upper West Side South,Upper West Side North,Manhattan,Manhattan,4,3,2019,20,4,3,2019,20,ManhattanManhattan
4145,1,2.5,9.5,2.65,0.0,15.95,yellow,credit card,Midtown East,Yorkville East,Manhattan,Manhattan,6,3,2019,22,6,3,2019,23,ManhattanManhattan
4146,3,0.9,6.0,0.7,0.0,10.0,yellow,credit card,Yorkville West,Lenox Hill West,Manhattan,Manhattan,6,3,2019,15,6,3,2019,15,ManhattanManhattan
4147,3,3.7,15.0,0.0,0.0,18.8,yellow,cash,Murray Hill,Lower East Side,Manhattan,Manhattan,6,3,2019,22,6,3,2019,23,ManhattanManhattan
4148,1,1.3,9.0,1.5,0.0,14.8,yellow,credit card,Murray Hill,East Chelsea,Manhattan,Manhattan,1,3,2019,18,1,3,2019,18,ManhattanManhattan
4149,1,2.38,17.0,4.26,0.0,25.56,yellow,credit card,Murray Hill,Union Sq,Manhattan,Manhattan,3,3,2019,18,3,3,2019,18,ManhattanManhattan
4150,1,3.1,10.5,2.0,0.0,15.8,yellow,credit card,Yorkville East,Midtown East,Manhattan,Manhattan,3,3,2019,6,3,3,2019,6,ManhattanManhattan
4151,3,4.69,18.5,3.5,0.0,25.8,yellow,credit card,East Village,West Village,Manhattan,Manhattan,3,3,2019,0,3,3,2019,0,ManhattanManhattan
4152,5,1.47,8.5,0.0,0.0,12.8,yellow,cash,Lincoln Square West,Midtown North,Manhattan,Manhattan,4,3,2019,17,4,3,2019,17,ManhattanManhattan
4153,1,1.07,6.5,1.5,0.0,11.3,yellow,credit card,Financial District North,Two Bridges/Seward Park,Manhattan,Manhattan,5,3,2019,11,5,3,2019,11,ManhattanManhattan
4154,1,1.1,7.5,2.0,0.0,13.8,yellow,credit card,Midtown East,Penn Station/Madison Sq West,Manhattan,Manhattan,0,3,2019,18,0,3,2019,19,ManhattanManhattan
4155,1,0.8,6.0,0.0,0.0,9.3,yellow,cash,Union Sq,West Village,Manhattan,Manhattan,4,3,2019,14,4,3,2019,14,ManhattanManhattan
4156,2,0.74,5.0,1.32,0.0,10.12,yellow,credit card,Upper East Side North,Yorkville East,Manhattan,Manhattan,2,3,2019,21,2,3,2019,21,ManhattanManhattan
4157,2,1.5,7.5,3.39,0.0,14.69,yellow,credit card,Greenwich Village South,Financial District North,Manhattan,Manhattan,5,3,2019,2,5,3,2019,2,ManhattanManhattan
4158,1,15.1,52.0,13.11,5.76,78.67,yellow,credit card,Murray Hill,JFK Airport,Manhattan,Queens,3,3,2019,16,3,3,2019,16,ManhattanQueens
4159,1,0.4,3.5,1.55,0.0,9.35,yellow,credit card,Greenwich Village South,SoHo,Manhattan,Manhattan,0,3,2019,18,0,3,2019,18,ManhattanManhattan
4160,2,2.04,11.0,3.58,0.0,17.88,yellow,credit card,Greenwich Village North,Times Sq/Theatre District,Manhattan,Manhattan,2,3,2019,10,2,3,2019,10,ManhattanManhattan
4161,1,0.53,4.0,0.0,0.0,8.3,yellow,cash,Upper East Side North,Upper East Side South,Manhattan,Manhattan,3,3,2019,19,3,3,2019,19,ManhattanManhattan
4162,1,9.16,31.67,0.0,0.0,32.47,yellow,credit card,West Concourse,East Chelsea,Bronx,Manhattan,3,3,2019,7,3,3,2019,8,BronxManhattan
4163,1,1.11,6.5,2.06,0.0,12.36,yellow,credit card,Two Bridges/Seward Park,East Village,Manhattan,Manhattan,5,3,2019,22,5,3,2019,22,ManhattanManhattan
4164,2,0.83,8.0,0.0,0.0,11.3,yellow,cash,Midtown South,Midtown East,Manhattan,Manhattan,2,3,2019,9,2,3,2019,9,ManhattanManhattan
4165,1,4.43,18.5,3.0,0.0,24.8,yellow,credit card,Midtown Center,Battery Park City,Manhattan,Manhattan,3,3,2019,7,3,3,2019,7,ManhattanManhattan
4166,1,1.96,9.5,2.56,0.0,15.36,yellow,credit card,West Village,Murray Hill,Manhattan,Manhattan,6,3,2019,10,6,3,2019,10,ManhattanManhattan
4167,2,2.8,14.0,0.0,0.0,17.3,yellow,cash,East Chelsea,Midtown Center,Manhattan,Manhattan,3,3,2019,15,3,3,2019,15,ManhattanManhattan
4168,2,4.1,15.0,1.88,0.0,20.68,yellow,credit card,SoHo,Carroll Gardens,Manhattan,Brooklyn,5,3,2019,1,5,3,2019,1,ManhattanBrooklyn
4169,1,1.35,6.5,0.0,0.0,10.3,yellow,cash,Lincoln Square East,UN/Turtle Bay South,Manhattan,Manhattan,5,3,2019,0,5,3,2019,0,ManhattanManhattan
4170,1,0.7,5.5,1.0,0.0,10.8,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan,0,3,2019,18,0,3,2019,18,ManhattanManhattan
4171,1,3.21,21.5,0.0,0.0,24.8,yellow,credit card,Penn Station/Madison Sq West,Lenox Hill East,Manhattan,Manhattan,0,3,2019,11,0,3,2019,12,ManhattanManhattan
4172,1,0.55,4.0,2.19,0.0,9.49,yellow,credit card,East Chelsea,West Chelsea/Hudson Yards,Manhattan,Manhattan,6,3,2019,17,6,3,2019,17,ManhattanManhattan
4173,1,0.64,5.0,1.0,0.0,9.3,yellow,credit card,Upper East Side North,Yorkville West,Manhattan,Manhattan,6,3,2019,17,6,3,2019,17,ManhattanManhattan
4174,1,1.0,6.5,1.47,0.0,11.27,yellow,credit card,Murray Hill,East Village,Manhattan,Manhattan,4,3,2019,12,4,3,2019,12,ManhattanManhattan
4175,1,2.1,12.0,0.0,0.0,13.8,yellow,cash,LaGuardia Airport,Murray Hill-Queens,Queens,Queens,1,3,2019,19,1,3,2019,19,QueensQueens
4176,1,1.1,5.5,1.96,0.0,11.76,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan,2,3,2019,19,2,3,2019,19,ManhattanManhattan
4177,1,2.03,12.0,0.0,0.0,15.3,yellow,cash,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan,2,3,2019,15,2,3,2019,15,ManhattanManhattan
4178,1,1.1,6.5,0.0,0.0,10.3,yellow,cash,Upper East Side South,Times Sq/Theatre District,Manhattan,Manhattan,1,3,2019,22,1,3,2019,22,ManhattanManhattan
4179,1,0.6,4.5,1.56,0.0,9.36,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan,3,3,2019,7,3,3,2019,7,ManhattanManhattan
4180,1,0.95,7.0,2.06,0.0,12.36,yellow,credit card,Times Sq/Theatre District,Murray Hill,Manhattan,Manhattan,3,3,2019,15,3,3,2019,15,ManhattanManhattan
4181,3,2.16,9.5,0.0,0.0,13.3,yellow,cash,Union Sq,Sutton Place/Turtle Bay North,Manhattan,Manhattan,1,3,2019,22,1,3,2019,22,ManhattanManhattan
4182,6,1.65,8.5,1.77,0.0,13.57,yellow,credit card,Upper East Side South,Upper West Side South,Manhattan,Manhattan,3,3,2019,14,3,3,2019,14,ManhattanManhattan
4183,2,1.2,14.0,1.83,0.0,20.13,yellow,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan,2,3,2019,18,2,3,2019,18,ManhattanManhattan
4184,6,2.07,10.5,2.76,0.0,16.56,yellow,credit card,Upper East Side North,Lincoln Square East,Manhattan,Manhattan,5,3,2019,11,5,3,2019,11,ManhattanManhattan
4185,6,1.06,6.5,0.0,0.0,9.8,yellow,cash,Murray Hill,Gramercy,Manhattan,Manhattan,6,3,2019,11,6,3,2019,11,ManhattanManhattan
4186,1,1.6,10.0,3.0,0.0,17.3,yellow,credit card,Penn Station/Madison Sq West,UN/Turtle Bay South,Manhattan,Manhattan,4,3,2019,19,4,3,2019,19,ManhattanManhattan
4187,2,1.46,7.5,2.08,0.0,10.38,yellow,credit card,Morningside Heights,Manhattan Valley,Manhattan,Manhattan,4,3,2019,13,4,3,2019,14,ManhattanManhattan
4188,2,1.29,6.5,1.2,0.0,12.0,yellow,credit card,Midtown East,Gramercy,Manhattan,Manhattan,4,3,2019,16,4,3,2019,16,ManhattanManhattan
4189,1,16.96,52.0,13.11,5.76,78.67,yellow,credit card,Union Sq,JFK Airport,Manhattan,Queens,4,3,2019,18,4,3,2019,19,ManhattanQueens
4190,1,0.8,5.5,0.0,0.0,8.8,yellow,cash,Upper West Side North,Upper West Side South,Manhattan,Manhattan,2,3,2019,15,2,3,2019,15,ManhattanManhattan
4191,2,1.19,7.0,2.06,0.0,12.36,yellow,credit card,Upper West Side South,Clinton East,Manhattan,Manhattan,5,3,2019,15,5,3,2019,15,ManhattanManhattan
4192,1,16.53,48.0,0.0,5.76,57.06,yellow,cash,Lincoln Square East,LaGuardia Airport,Manhattan,Queens,4,3,2019,8,4,3,2019,8,ManhattanQueens
4193,1,0.76,7.5,2.36,0.0,14.16,yellow,credit card,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan,4,3,2019,19,4,3,2019,19,ManhattanManhattan
4194,1,1.52,10.0,2.0,0.0,15.3,yellow,credit card,Union Sq,UN/Turtle Bay South,Manhattan,Manhattan,1,3,2019,7,1,3,2019,8,ManhattanManhattan
4195,1,0.77,6.5,1.96,0.0,11.76,yellow,credit card,Midtown Center,Midtown East,Manhattan,Manhattan,6,3,2019,10,6,3,2019,10,ManhattanManhattan
4196,1,1.4,8.5,1.0,0.0,12.8,yellow,credit card,Lincoln Square West,Clinton West,Manhattan,Manhattan,5,3,2019,13,5,3,2019,13,ManhattanManhattan
4197,2,2.22,10.5,2.26,0.0,13.56,yellow,credit card,Manhattan Valley,East Harlem South,Manhattan,Manhattan,5,3,2019,15,5,3,2019,15,ManhattanManhattan
4198,1,1.2,7.5,2.25,0.0,13.55,yellow,credit card,West Chelsea/Hudson Yards,Union Sq,Manhattan,Manhattan,4,3,2019,23,4,3,2019,23,ManhattanManhattan
4199,1,2.63,10.0,2.76,0.0,16.56,yellow,credit card,East Village,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0,3,2019,0,0,3,2019,0,ManhattanManhattan
4200,1,9.1,29.5,3.96,5.76,43.52,yellow,credit card,LaGuardia Airport,Lenox Hill West,Queens,Manhattan,1,3,2019,16,1,3,2019,17,QueensManhattan
4201,1,2.9,14.0,0.0,0.0,17.3,yellow,cash,Upper West Side North,Midtown South,Manhattan,Manhattan,0,3,2019,8,0,3,2019,9,ManhattanManhattan
4202,1,1.9,11.5,0.0,0.0,14.8,yellow,cash,Union Sq,Murray Hill,Manhattan,Manhattan,4,3,2019,10,4,3,2019,11,ManhattanManhattan
4203,1,2.9,10.5,0.0,0.0,14.3,yellow,cash,Long Island City/Queens Plaza,Upper East Side North,Queens,Manhattan,0,3,2019,5,0,3,2019,5,QueensManhattan
4204,4,1.45,8.0,2.82,0.0,14.12,yellow,credit card,Upper East Side South,East Harlem South,Manhattan,Manhattan,2,3,2019,14,2,3,2019,14,ManhattanManhattan
4205,4,4.9,18.5,4.46,0.0,26.76,yellow,credit card,Greenwich Village South,East Harlem South,Manhattan,Manhattan,3,3,2019,22,3,3,2019,22,ManhattanManhattan
4206,1,3.04,15.5,0.0,0.0,18.8,yellow,cash,Upper West Side South,Times Sq/Theatre District,Manhattan,Manhattan,6,3,2019,14,6,3,2019,14,ManhattanManhattan
4207,3,2.05,11.5,2.5,0.0,17.3,yellow,credit card,Murray Hill,Union Sq,Manhattan,Manhattan,0,3,2019,10,0,3,2019,11,ManhattanManhattan
4208,1,16.2,45.0,12.06,11.52,72.38,yellow,credit card,Midtown East,Stapleton,Manhattan,Staten Island,2,3,2019,22,2,3,2019,23,ManhattanStaten Island
4209,1,2.23,13.5,0.0,0.0,16.8,yellow,cash,Clinton East,Lenox Hill West,Manhattan,Manhattan,2,3,2019,10,2,3,2019,10,ManhattanManhattan
4210,1,3.79,14.0,0.0,0.0,17.8,yellow,cash,Sunnyside,Lincoln Square East,Queens,Manhattan,3,3,2019,21,3,3,2019,21,QueensManhattan
4211,1,3.5,18.0,2.0,0.0,24.3,yellow,credit card,Murray Hill,Upper West Side South,Manhattan,Manhattan,3,3,2019,18,3,3,2019,19,ManhattanManhattan
4212,1,7.0,25.5,7.3,0.0,36.6,yellow,credit card,West Village,Astoria,Manhattan,Queens,4,3,2019,0,4,3,2019,0,ManhattanQueens
4213,1,1.4,6.5,1.95,0.0,11.75,yellow,credit card,Upper West Side North,East Harlem South,Manhattan,Manhattan,3,3,2019,5,3,3,2019,5,ManhattanManhattan
